Date,Time,Sensor,FileName,Satellite,LST_MEAN,LST_MAX,LST_MEAN_EAST,LST_MAX_EAST,LST_MEAN_WEST,LST_MAX_WEST,NDVI_MEAN,NDVI_EAST,NDVI_WEST,SUHI_MAX,SUHI_MEAN,,Average,,,,,,,,,,
2020 March - May,27.25360107,27.63571167,26.9939706,0.257575897,0.234384574,0.288680442,4.577170236,0.641741071,,2019 June - August,40.99493408,41.87300697,40.60096154,0.222510769,0.207712964,0.242865046,5.002885085,1.272045429,,,,,,,,,
2021 March - May,28.52872408,29.26671659,28.03805072,0.256522065,0.241353402,0.277067841,4.353177584,1.228665865,,2020 March - May,27.25360107,27.63571167,26.9939706,0.257575897,0.234384574,0.288680442,4.577170236,0.641741071,,,,,,,,,
Average,1.147628087,1.155560771,1.151154872,0.886682195,0.902308012,0.86865529,0.945877782,1.266146395,,2020 June - August,39.36907255,40.12115713,38.96670767,0.19845257,0.187669931,0.218227613,4.871295636,1.154449463,,,,,,,,,
,,,,,,,,,,2021 March - May,28.52872408,29.26671659,28.03805072,0.256522065,0.241353402,0.277067841,4.353177584,1.228665865,,,,,,,,,
,,,,,,,,,,2021 June - August,40.386,40.888,40.13469,0.18664,0.17729,0.197745,4.880554,0.754036,,,,,,,,,
Summer,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period,LST_MEAN,Mean LST Urban Area,Mean LST Rural Area,NDVI_MEAN,NDVI Urban Area,NDVI Rural Area,SUHI_MAX,SUHI_MEAN,,Correlation Coefficient  of the Maltese Island,Correlation Coefficient of the Rural Area in Malta,Correlation Coefficient  of the Urban area in Malta,,,,,,,,,,,,,,,
2019 June - August,40.99493408,41.87300697,40.60096154,0.222510769,0.207712964,0.242865046,5.002885085,1.272045429,,-0.54169439,-0.581047601,-0.475766171,,,,,,,,,,,,,,,
2020 June - August,39.36907255,40.12115713,38.96670767,0.19845257,0.187669931,0.218227613,4.871295636,1.154449463,,,,,,,,,,,,,,,,,,,
2021 June - August,40.386,40.888,40.13469,0.18664,0.17729,0.197745,4.880554,0.754036,,,,,,,,,,,,,,,,,,,
,0.985146114,0.976476326,0.988515751,0.838790863,0.853533629,0.814217621,0.975547892,0.592774427,,,,,,,,,,,,,,,,,,,
